keyword,growthRate,timeline.label,timeline.value,timeline.time
fiat,-9.595080812,"May 28, 2023",45.5,1685232000
fiat,-9.595080812,"Jun 4, 2023",45.6,1685836800
fiat,-9.595080812,"Jun 11, 2023",47.3,1686441600
fiat,-9.595080812,"Jun 18, 2023",45.7,1687046400
fiat,-9.595080812,"Jun 25, 2023",57.9,1687651200
fiat,-9.595080812,"Jul 2, 2023",50.2,1688256000
fiat,-9.595080812,"Jul 9, 2023",49.6,1688860800
fiat,-9.595080812,"Jul 16, 2023",50.1,1689465600
fiat,-9.595080812,"Jul 23, 2023",53.2,1690070400
fiat,-9.595080812,"Jul 30, 2023",50.3,1690675200
fiat,-9.595080812,"Aug 6, 2023",48.7,1691280000
fiat,-9.595080812,"Aug 13, 2023",55.9,1691884800
fiat,-9.595080812,"Aug 20, 2023",52.4,1692489600
fiat,-9.595080812,"Aug 27, 2023",50.2,1693094400
fiat,-9.595080812,"Sep 3, 2023",49.5,1693699200
fiat,-9.595080812,"Sep 10, 2023",46.6,1694304000
fiat,-9.595080812,"Sep 17, 2023",53.9,1694908800
fiat,-9.595080812,"Sep 24, 2023",53,1695513600
fiat,-9.595080812,"Oct 1, 2023",46.5,1696118400
fiat,-9.595080812,"Oct 8, 2023",46.5,1696723200
fiat,-9.595080812,"Oct 15, 2023",44.7,1697328000
fiat,-9.595080812,"Oct 22, 2023",48.9,1697932800
fiat,-9.595080812,"Oct 29, 2023",56.7,1698537600
fiat,-9.595080812,"Nov 5, 2023",49.5,1699142400
fiat,-9.595080812,"Nov 12, 2023",50.8,1699747200
fiat,-9.595080812,"Nov 19, 2023",46.4,1700352000
fiat,-9.595080812,"Nov 26, 2023",45.1,1700956800
fiat,-9.595080812,"Dec 3, 2023",47.2,1701561600
fiat,-9.595080812,"Dec 10, 2023",45.8,1702166400
fiat,-9.595080812,"Dec 17, 2023",48,1702771200
fiat,-9.595080812,"Dec 24, 2023",57.3,1703376000
fiat,-9.595080812,"Dec 31, 2023",49.2,1703980800
fiat,-9.595080812,"Jan 7, 2024",48.7,1704585600
fiat,-9.595080812,"Jan 14, 2024",54.3,1705190400
fiat,-9.595080812,"Jan 21, 2024",49.9,1705795200
fiat,-9.595080812,"Jan 28, 2024",50.3,1706400000
fiat,-9.595080812,"Feb 4, 2024",52.5,1707004800
fiat,-9.595080812,"Feb 11, 2024",52.4,1707609600
fiat,-9.595080812,"Feb 18, 2024",53.5,1708214400
fiat,-9.595080812,"Feb 25, 2024",55.9,1708819200
fiat,-9.595080812,"Mar 3, 2024",52,1709424000
fiat,-9.595080812,"Mar 10, 2024",49.3,1710028800
fiat,-9.595080812,"Mar 17, 2024",53.2,1710633600
fiat,-9.595080812,"Mar 24, 2024",53.9,1711238400
fiat,-9.595080812,"Mar 31, 2024",59.4,1711843200
fiat,-9.595080812,"Apr 7, 2024",49.5,1712448000
fiat,-9.595080812,"Apr 14, 2024",49.7,1713052800
fiat,-9.595080812,"Apr 21, 2024",50.2,1713657600
fiat,-9.595080812,"Apr 28, 2024",52.3,1714262400
fiat,-9.595080812,"May 5, 2024",50.2,1714867200
fiat,-9.595080812,"May 12, 2024",51.5,1715472000
fiat,-9.595080812,"May 19, 2024",50.5,1716076800
fiat,-9.595080812,"May 26, 2024",50.7,1716681600
fiat,-9.595080812,"Jun 2, 2024",49.5,1717286400
fiat,-9.595080812,"Jun 9, 2024",48.1,1717891200
fiat,-9.595080812,"Jun 16, 2024",51.7,1718496000
ford,6.708488617,"Jun 16, 2019",49.8,1560643200
ford,6.708488617,"Jun 23, 2019",44.6,1561248000
ford,6.708488617,"Jun 30, 2019",47.8,1561852800
ford,6.708488617,"Jul 7, 2019",45.8,1562457600
ford,6.708488617,"Jul 14, 2019",47.8,1563062400
ford,6.708488617,"Jul 21, 2019",48.9,1563667200
ford,6.708488617,"Jul 28, 2019",52.4,1564272000
ford,6.708488617,"Aug 4, 2019",46.4,1564876800
ford,6.708488617,"Aug 11, 2019",46,1565481600
ford,6.708488617,"Aug 18, 2019",41.8,1566086400
ford,6.708488617,"Aug 25, 2019",43.6,1566691200
ford,6.708488617,"Sep 1, 2019",40.3,1567296000
ford,6.708488617,"Sep 8, 2019",46.6,1567900800
ford,6.708488617,"Sep 15, 2019",47.1,1568505600
ford,6.708488617,"Sep 22, 2019",42.1,1569110400
ford,6.708488617,"Sep 29, 2019",42.8,1569715200
ford,6.708488617,"Oct 6, 2019",46.6,1570320000
ford,6.708488617,"Oct 13, 2019",42.6,1570924800
ford,6.708488617,"Oct 20, 2019",44,1571529600
ford,6.708488617,"Oct 27, 2019",50.8,1572134400
ford,6.708488617,"Nov 3, 2019",46.3,1572739200
ford,6.708488617,"Nov 10, 2019",41.9,1573344000
ford,6.708488617,"Nov 17, 2019",43.3,1573948800
ford,6.708488617,"Nov 24, 2019",43.5,1574553600
ford,6.708488617,"Dec 1, 2019",44.1,1575158400
ford,6.708488617,"Dec 8, 2019",41.4,1575763200
ford,6.708488617,"Dec 15, 2019",45.2,1576368000
ford,6.708488617,"Dec 22, 2019",54.1,1576972800
ford,6.708488617,"Dec 29, 2019",47.4,1577577600
ford,6.708488617,"Jan 5, 2020",42.6,1578182400
ford,6.708488617,"Jan 12, 2020",46.5,1578787200
ford,6.708488617,"Jan 19, 2020",47.4,1579392000
ford,6.708488617,"Jan 26, 2020",40.9,1579996800
ford,6.708488617,"Feb 2, 2020",43.7,1580601600
ford,6.708488617,"Feb 9, 2020",43.4,1581206400
ford,6.708488617,"Feb 16, 2020",45.2,1581811200
ford,6.708488617,"Feb 23, 2020",44.8,1582416000
ford,6.708488617,"Mar 1, 2020",42.4,1583020800
ford,6.708488617,"Mar 8, 2020",30.6,1583625600
ford,6.708488617,"Mar 15, 2020",24.3,1584230400
ford,6.708488617,"Mar 22, 2020",22.6,1584835200
ford,6.708488617,"Mar 29, 2020",24.9,1585440000
ford,6.708488617,"Apr 5, 2020",24.4,1586044800
ford,6.708488617,"Apr 12, 2020",24.6,1586649600
ford,6.708488617,"Apr 19, 2020",25.1,1587254400
ford,6.708488617,"Apr 26, 2020",30.4,1587859200
ford,6.708488617,"May 3, 2020",29.4,1588464000
ford,6.708488617,"May 10, 2020",33.4,1589068800
ford,6.708488617,"May 17, 2020",38.7,1589673600
ford,6.708488617,"May 24, 2020",39.4,1590278400
ford,6.708488617,"May 31, 2020",39.3,1590883200
ford,6.708488617,"Jun 7, 2020",42.9,1591488000
ford,6.708488617,"Jun 14, 2020",47.1,1592092800
ford,6.708488617,"Jun 21, 2020",50.4,1592697600
ford,6.708488617,"Jun 28, 2020",44.8,1593302400
ford,6.708488617,"Jul 5, 2020",47.7,1593907200
ford,6.708488617,"Jul 12, 2020",47.3,1594512000
ford,6.708488617,"Jul 19, 2020",50.6,1595116800
ford,6.708488617,"Jul 26, 2020",51.3,1595721600
ford,6.708488617,"Aug 2, 2020",46.6,1596326400
ford,6.708488617,"Aug 9, 2020",47.4,1596931200
ford,6.708488617,"Aug 16, 2020",53.6,1597536000
ford,6.708488617,"Aug 23, 2020",57.4,1598140800
ford,6.708488617,"Aug 30, 2020",46.2,1598745600
ford,6.708488617,"Sep 6, 2020",49.5,1599350400
ford,6.708488617,"Sep 13, 2020",46.8,1599955200
ford,6.708488617,"Sep 20, 2020",47.7,1600560000
ford,6.708488617,"Sep 27, 2020",44.6,1601164800
ford,6.708488617,"Oct 4, 2020",43.4,1601769600
ford,6.708488617,"Oct 11, 2020",43.8,1602374400
ford,6.708488617,"Oct 18, 2020",41.5,1602979200
ford,6.708488617,"Oct 25, 2020",38.1,1603584000
ford,6.708488617,"Nov 1, 2020",35,1604188800
ford,6.708488617,"Nov 8, 2020",41,1604793600
ford,6.708488617,"Nov 15, 2020",38.8,1605398400
ford,6.708488617,"Nov 22, 2020",37.1,1606003200
ford,6.708488617,"Nov 29, 2020",38.8,1606608000
ford,6.708488617,"Dec 6, 2020",46.8,1607212800
ford,6.708488617,"Dec 13, 2020",40.8,1607817600
ford,6.708488617,"Dec 20, 2020",51.8,1608422400
ford,6.708488617,"Dec 27, 2020",52.4,1609027200
ford,6.708488617,"Jan 3, 2021",47.5,1609632000
ford,6.708488617,"Jan 10, 2021",45.9,1610236800
ford,6.708488617,"Jan 17, 2021",47.2,1610841600
ford,6.708488617,"Jan 24, 2021",47.5,1611446400
ford,6.708488617,"Jan 31, 2021",43.8,1612051200
ford,6.708488617,"Feb 7, 2021",47.2,1612656000
ford,6.708488617,"Feb 14, 2021",53,1613260800
ford,6.708488617,"Feb 21, 2021",52.5,1613865600
ford,6.708488617,"Feb 28, 2021",51.4,1614470400
ford,6.708488617,"Mar 7, 2021",46.9,1615075200
ford,6.708488617,"Mar 14, 2021",47.2,1615680000
ford,6.708488617,"Mar 21, 2021",44.7,1616284800
ford,6.708488617,"Mar 28, 2021",49.1,1616889600
ford,6.708488617,"Apr 4, 2021",49.3,1617494400
ford,6.708488617,"Apr 11, 2021",44.8,1618099200
ford,6.708488617,"Apr 18, 2021",45.7,1618704000
ford,6.708488617,"Apr 25, 2021",46,1619308800
ford,6.708488617,"May 2, 2021",47.3,1619913600
ford,6.708488617,"May 9, 2021",45.6,1620518400
ford,6.708488617,"May 16, 2021",44.4,1621123200
ford,6.708488617,"May 23, 2021",46.9,1621728000
ford,6.708488617,"May 30, 2021",47.1,1622332800
ford,6.708488617,"Jun 6, 2021",46.2,1622937600
ford,6.708488617,"Jun 13, 2021",43.8,1623542400
ford,6.708488617,"Jun 20, 2021",41.6,1624147200
ford,6.708488617,"Jun 27, 2021",44,1624752000
ford,6.708488617,"Jul 4, 2021",46.2,1625356800
ford,6.708488617,"Jul 11, 2021",47.8,1625961600
ford,6.708488617,"Jul 18, 2021",51.7,1626566400
ford,6.708488617,"Jul 25, 2021",49.6,1627171200
ford,6.708488617,"Aug 1, 2021",49.4,1627776000
ford,6.708488617,"Aug 8, 2021",52.7,1628380800
ford,6.708488617,"Aug 15, 2021",49.6,1628985600
ford,6.708488617,"Aug 22, 2021",52.8,1629590400
ford,6.708488617,"Aug 29, 2021",54.3,1630195200
ford,6.708488617,"Sep 5, 2021",45.9,1630800000
ford,6.708488617,"Sep 12, 2021",46.4,1631404800
ford,6.708488617,"Sep 19, 2021",46.9,1632009600
ford,6.708488617,"Sep 26, 2021",46.2,1632614400
ford,6.708488617,"Oct 3, 2021",47.9,1633219200
ford,6.708488617,"Oct 10, 2021",49.2,1633824000
ford,6.708488617,"Oct 17, 2021",48.6,1634428800
ford,6.708488617,"Oct 24, 2021",46.7,1635033600
ford,6.708488617,"Oct 31, 2021",50.9,1635638400
ford,6.708488617,"Nov 7, 2021",50.5,1636243200
ford,6.708488617,"Nov 14, 2021",42.7,1636848000
ford,6.708488617,"Nov 21, 2021",40,1637452800
ford,6.708488617,"Nov 28, 2021",39.4,1638057600
ford,6.708488617,"Dec 5, 2021",43.5,1638662400
ford,6.708488617,"Dec 12, 2021",40.6,1639267200
ford,6.708488617,"Dec 19, 2021",48.3,1639872000
ford,6.708488617,"Dec 26, 2021",50.2,1640476800
ford,6.708488617,"Jan 2, 2022",47.1,1641081600
ford,6.708488617,"Jan 9, 2022",45.7,1641686400
ford,6.708488617,"Jan 16, 2022",41.9,1642291200
ford,6.708488617,"Jan 23, 2022",41.2,1642896000
ford,6.708488617,"Jan 30, 2022",45.3,1643500800
ford,6.708488617,"Feb 6, 2022",44.5,1644105600
ford,6.708488617,"Feb 13, 2022",42,1644710400
ford,6.708488617,"Feb 20, 2022",38.5,1645315200
ford,6.708488617,"Feb 27, 2022",36.7,1645920000
ford,6.708488617,"Mar 6, 2022",38.8,1646524800
ford,6.708488617,"Mar 13, 2022",41.6,1647129600
ford,6.708488617,"Mar 20, 2022",43.6,1647734400
ford,6.708488617,"Mar 27, 2022",41.4,1648339200
ford,6.708488617,"Apr 3, 2022",41.4,1648944000
ford,6.708488617,"Apr 10, 2022",50.4,1649548800
ford,6.708488617,"Apr 17, 2022",51.6,1650153600
ford,6.708488617,"Apr 24, 2022",42.1,1650758400
ford,6.708488617,"May 1, 2022",46,1651363200
ford,6.708488617,"May 8, 2022",42.9,1651968000
ford,6.708488617,"May 15, 2022",40.3,1652572800
ford,6.708488617,"May 22, 2022",45.7,1653177600
ford,6.708488617,"May 29, 2022",44.3,1653782400
ford,6.708488617,"Jun 5, 2022",45.2,1654387200
ford,6.708488617,"Jun 12, 2022",45.9,1654992000
ford,6.708488617,"Jun 19, 2022",44.2,1655596800
ford,6.708488617,"Jun 26, 2022",42.4,1656201600
ford,6.708488617,"Jul 3, 2022",45,1656806400
ford,6.708488617,"Jul 10, 2022",44.8,1657411200
ford,6.708488617,"Jul 17, 2022",43.6,1658016000
ford,6.708488617,"Jul 24, 2022",43.8,1658620800
ford,6.708488617,"Jul 31, 2022",45.3,1659225600
ford,6.708488617,"Aug 7, 2022",46.1,1659830400
ford,6.708488617,"Aug 14, 2022",43,1660435200
ford,6.708488617,"Aug 21, 2022",43.2,1661040000
ford,6.708488617,"Aug 28, 2022",46.1,1661644800
ford,6.708488617,"Sep 4, 2022",42.4,1662249600
ford,6.708488617,"Sep 11, 2022",39.4,1662854400
ford,6.708488617,"Sep 18, 2022",42.7,1663459200
ford,6.708488617,"Sep 25, 2022",46.4,1664064000
ford,6.708488617,"Oct 2, 2022",44.4,1664668800
ford,6.708488617,"Oct 9, 2022",49.4,1665273600
ford,6.708488617,"Oct 16, 2022",48.4,1665878400
ford,6.708488617,"Oct 23, 2022",47,1666483200
ford,6.708488617,"Oct 30, 2022",53.3,1667088000
ford,6.708488617,"Nov 6, 2022",43.4,1667692800
ford,6.708488617,"Nov 13, 2022",44.6,1668297600
ford,6.708488617,"Nov 20, 2022",50,1668902400
ford,6.708488617,"Nov 27, 2022",38.8,1669507200
ford,6.708488617,"Dec 4, 2022",39.1,1670112000
ford,6.708488617,"Dec 11, 2022",40.5,1670716800
ford,6.708488617,"Dec 18, 2022",46.7,1671321600
ford,6.708488617,"Dec 25, 2022",55.3,1671926400
ford,6.708488617,"Jan 1, 2023",47.3,1672531200
ford,6.708488617,"Jan 8, 2023",45.9,1673136000
ford,6.708488617,"Jan 15, 2023",45.8,1673740800
ford,6.708488617,"Jan 22, 2023",49.2,1674345600
ford,6.708488617,"Jan 29, 2023",48.5,1674950400
ford,6.708488617,"Feb 5, 2023",48.1,1675555200
ford,6.708488617,"Feb 12, 2023",47.3,1676160000
ford,6.708488617,"Feb 19, 2023",49.2,1676764800
ford,6.708488617,"Feb 26, 2023",45.3,1677369600
ford,6.708488617,"Mar 5, 2023",49.2,1677974400
ford,6.708488617,"Mar 12, 2023",47.8,1678579200
ford,6.708488617,"Mar 19, 2023",46,1679184000
ford,6.708488617,"Mar 26, 2023",45,1679788800
ford,6.708488617,"Apr 2, 2023",54.2,1680393600
ford,6.708488617,"Apr 9, 2023",54.9,1680998400
ford,6.708488617,"Apr 16, 2023",48.1,1681603200
ford,6.708488617,"Apr 23, 2023",45.4,1682208000
ford,6.708488617,"Apr 30, 2023",48.6,1682812800
ford,6.708488617,"May 7, 2023",45.1,1683417600
ford,6.708488617,"May 14, 2023",46.4,1684022400
ford,6.708488617,"May 21, 2023",44.3,1684627200
ford,6.708488617,"May 28, 2023",45.5,1685232000
ford,6.708488617,"Jun 4, 2023",45.6,1685836800
ford,6.708488617,"Jun 11, 2023",47.3,1686441600
ford,6.708488617,"Jun 18, 2023",45.7,1687046400
ford,6.708488617,"Jun 25, 2023",57.9,1687651200
ford,6.708488617,"Jul 2, 2023",50.2,1688256000
ford,6.708488617,"Jul 9, 2023",49.6,1688860800
ford,6.708488617,"Jul 16, 2023",50.1,1689465600
ford,6.708488617,"Jul 23, 2023",53.2,1690070400
ford,6.708488617,"Jul 30, 2023",50.3,1690675200
ford,6.708488617,"Aug 6, 2023",48.7,1691280000
ford,6.708488617,"Aug 13, 2023",55.9,1691884800
ford,6.708488617,"Aug 20, 2023",52.4,1692489600
ford,6.708488617,"Aug 27, 2023",50.2,1693094400
ford,6.708488617,"Sep 3, 2023",49.5,1693699200
ford,6.708488617,"Sep 10, 2023",46.6,1694304000
ford,6.708488617,"Sep 17, 2023",53.9,1694908800
ford,6.708488617,"Sep 24, 2023",53,1695513600
ford,6.708488617,"Oct 1, 2023",46.5,1696118400
ford,6.708488617,"Oct 8, 2023",46.5,1696723200
ford,6.708488617,"Oct 15, 2023",44.7,1697328000
ford,6.708488617,"Oct 22, 2023",48.9,1697932800
ford,6.708488617,"Oct 29, 2023",56.7,1698537600
ford,6.708488617,"Nov 5, 2023",49.5,1699142400
ford,6.708488617,"Nov 12, 2023",50.8,1699747200
ford,6.708488617,"Nov 19, 2023",46.4,1700352000
ford,6.708488617,"Nov 26, 2023",45.1,1700956800
ford,6.708488617,"Dec 3, 2023",47.2,1701561600
ford,6.708488617,"Dec 10, 2023",45.8,1702166400
ford,6.708488617,"Dec 17, 2023",48,1702771200
ford,6.708488617,"Dec 24, 2023",57.3,1703376000
ford,6.708488617,"Dec 31, 2023",49.2,1703980800
ford,6.708488617,"Jan 7, 2024",48.7,1704585600
ford,6.708488617,"Jan 14, 2024",54.3,1705190400
ford,6.708488617,"Jan 21, 2024",49.9,1705795200
ford,6.708488617,"Jan 28, 2024",50.3,1706400000
ford,6.708488617,"Feb 4, 2024",52.5,1707004800
ford,6.708488617,"Feb 11, 2024",52.4,1707609600
ford,6.708488617,"Feb 18, 2024",53.5,1708214400
ford,6.708488617,"Feb 25, 2024",55.9,1708819200
ford,6.708488617,"Mar 3, 2024",52,1709424000
ford,6.708488617,"Mar 10, 2024",49.3,1710028800
ford,6.708488617,"Mar 17, 2024",53.2,1710633600
ford,6.708488617,"Mar 24, 2024",53.9,1711238400
ford,6.708488617,"Mar 31, 2024",59.4,1711843200
ford,6.708488617,"Apr 7, 2024",49.5,1712448000
ford,6.708488617,"Apr 14, 2024",49.7,1713052800
ford,6.708488617,"Apr 21, 2024",50.2,1713657600
ford,6.708488617,"Apr 28, 2024",52.3,1714262400
ford,6.708488617,"May 5, 2024",50.2,1714867200
ford,6.708488617,"May 12, 2024",51.5,1715472000
ford,6.708488617,"May 19, 2024",50.5,1716076800
ford,6.708488617,"May 26, 2024",50.7,1716681600
ford,6.708488617,"Jun 2, 2024",49.5,1717286400
ford,6.708488617,"Jun 9, 2024",48.1,1717891200
ford,6.708488617,"Jun 16, 2024",51.7,1718496000
honda,4.402223131,"Jun 16, 2019",49.8,1560643200
honda,4.402223131,"Jun 23, 2019",44.6,1561248000
honda,4.402223131,"Jun 30, 2019",47.8,1561852800
honda,4.402223131,"Jul 7, 2019",45.8,1562457600
honda,4.402223131,"Jul 14, 2019",47.8,1563062400
honda,4.402223131,"Jul 21, 2019",48.9,1563667200
honda,4.402223131,"Jul 28, 2019",52.4,1564272000
honda,4.402223131,"Aug 4, 2019",46.4,1564876800
honda,4.402223131,"Aug 11, 2019",46,1565481600
honda,4.402223131,"Aug 18, 2019",41.8,1566086400
honda,4.402223131,"Aug 25, 2019",43.6,1566691200
honda,4.402223131,"Sep 1, 2019",40.3,1567296000
honda,4.402223131,"Sep 8, 2019",46.6,1567900800
honda,4.402223131,"Sep 15, 2019",47.1,1568505600
honda,4.402223131,"Sep 22, 2019",42.1,1569110400
honda,4.402223131,"Sep 29, 2019",42.8,1569715200
honda,4.402223131,"Oct 6, 2019",46.6,1570320000
honda,4.402223131,"Oct 13, 2019",42.6,1570924800
honda,4.402223131,"Oct 20, 2019",44,1571529600
honda,4.402223131,"Oct 27, 2019",50.8,1572134400
honda,4.402223131,"Nov 3, 2019",46.3,1572739200
honda,4.402223131,"Nov 10, 2019",41.9,1573344000
honda,4.402223131,"Nov 17, 2019",43.3,1573948800
honda,4.402223131,"Nov 24, 2019",43.5,1574553600
honda,4.402223131,"Dec 1, 2019",44.1,1575158400
honda,4.402223131,"Dec 8, 2019",41.4,1575763200
honda,4.402223131,"Dec 15, 2019",45.2,1576368000
honda,4.402223131,"Dec 22, 2019",54.1,1576972800
honda,4.402223131,"Dec 29, 2019",47.4,1577577600
honda,4.402223131,"Jan 5, 2020",42.6,1578182400
honda,4.402223131,"Jan 12, 2020",46.5,1578787200
honda,4.402223131,"Jan 19, 2020",47.4,1579392000
honda,4.402223131,"Jan 26, 2020",40.9,1579996800
honda,4.402223131,"Feb 2, 2020",43.7,1580601600
honda,4.402223131,"Feb 9, 2020",43.4,1581206400
honda,4.402223131,"Feb 16, 2020",45.2,1581811200
honda,4.402223131,"Feb 23, 2020",44.8,1582416000
honda,4.402223131,"Mar 1, 2020",42.4,1583020800
honda,4.402223131,"Mar 8, 2020",30.6,1583625600
honda,4.402223131,"Mar 15, 2020",24.3,1584230400
honda,4.402223131,"Mar 22, 2020",22.6,1584835200
honda,4.402223131,"Mar 29, 2020",24.9,1585440000
honda,4.402223131,"Apr 5, 2020",24.4,1586044800
honda,4.402223131,"Apr 12, 2020",24.6,1586649600
honda,4.402223131,"Apr 19, 2020",25.1,1587254400
honda,4.402223131,"Apr 26, 2020",30.4,1587859200
honda,4.402223131,"May 3, 2020",29.4,1588464000
honda,4.402223131,"May 10, 2020",33.4,1589068800
honda,4.402223131,"May 17, 2020",38.7,1589673600
honda,4.402223131,"May 24, 2020",39.4,1590278400
honda,4.402223131,"May 31, 2020",39.3,1590883200
honda,4.402223131,"Jun 7, 2020",42.9,1591488000
honda,4.402223131,"Jun 14, 2020",47.1,1592092800
honda,4.402223131,"Jun 21, 2020",50.4,1592697600
honda,4.402223131,"Jun 28, 2020",44.8,1593302400
honda,4.402223131,"Jul 5, 2020",47.7,1593907200
honda,4.402223131,"Jul 12, 2020",47.3,1594512000
honda,4.402223131,"Jul 19, 2020",50.6,1595116800
honda,4.402223131,"Jul 26, 2020",51.3,1595721600
honda,4.402223131,"Aug 2, 2020",46.6,1596326400
honda,4.402223131,"Aug 9, 2020",47.4,1596931200
honda,4.402223131,"Aug 16, 2020",53.6,1597536000
honda,4.402223131,"Aug 23, 2020",57.4,1598140800
honda,4.402223131,"Aug 30, 2020",46.2,1598745600
honda,4.402223131,"Sep 6, 2020",49.5,1599350400
honda,4.402223131,"Sep 13, 2020",46.8,1599955200
honda,4.402223131,"Sep 20, 2020",47.7,1600560000
honda,4.402223131,"Sep 27, 2020",44.6,1601164800
honda,4.402223131,"Oct 4, 2020",43.4,1601769600
honda,4.402223131,"Oct 11, 2020",43.8,1602374400
honda,4.402223131,"Oct 18, 2020",41.5,1602979200
honda,4.402223131,"Oct 25, 2020",38.1,1603584000
honda,4.402223131,"Nov 1, 2020",35,1604188800
honda,4.402223131,"Nov 8, 2020",41,1604793600
honda,4.402223131,"Nov 15, 2020",38.8,1605398400
honda,4.402223131,"Nov 22, 2020",37.1,1606003200
honda,4.402223131,"Nov 29, 2020",38.8,1606608000
honda,4.402223131,"Dec 6, 2020",46.8,1607212800
honda,4.402223131,"Dec 13, 2020",40.8,1607817600
honda,4.402223131,"Dec 20, 2020",51.8,1608422400
honda,4.402223131,"Dec 27, 2020",52.4,1609027200
honda,4.402223131,"Jan 3, 2021",47.5,1609632000
honda,4.402223131,"Jan 10, 2021",45.9,1610236800
honda,4.402223131,"Jan 17, 2021",47.2,1610841600
honda,4.402223131,"Jan 24, 2021",47.5,1611446400
honda,4.402223131,"Jan 31, 2021",43.8,1612051200
honda,4.402223131,"Feb 7, 2021",47.2,1612656000
honda,4.402223131,"Feb 14, 2021",53,1613260800
honda,4.402223131,"Feb 21, 2021",52.5,1613865600
honda,4.402223131,"Feb 28, 2021",51.4,1614470400
honda,4.402223131,"Mar 7, 2021",46.9,1615075200
honda,4.402223131,"Mar 14, 2021",47.2,1615680000
honda,4.402223131,"Mar 21, 2021",44.7,1616284800
honda,4.402223131,"Mar 28, 2021",49.1,1616889600
honda,4.402223131,"Apr 4, 2021",49.3,1617494400
honda,4.402223131,"Apr 11, 2021",44.8,1618099200
honda,4.402223131,"Apr 18, 2021",45.7,1618704000
honda,4.402223131,"Apr 25, 2021",46,1619308800
honda,4.402223131,"May 2, 2021",47.3,1619913600
honda,4.402223131,"May 9, 2021",45.6,1620518400
honda,4.402223131,"May 16, 2021",44.4,1621123200
honda,4.402223131,"May 23, 2021",46.9,1621728000
honda,4.402223131,"May 30, 2021",47.1,1622332800
honda,4.402223131,"Jun 6, 2021",46.2,1622937600
honda,4.402223131,"Jun 13, 2021",43.8,1623542400
honda,4.402223131,"Jun 20, 2021",41.6,1624147200
honda,4.402223131,"Jun 27, 2021",44,1624752000
honda,4.402223131,"Jul 4, 2021",46.2,1625356800
honda,4.402223131,"Jul 11, 2021",47.8,1625961600
honda,4.402223131,"Jul 18, 2021",51.7,1626566400
honda,4.402223131,"Jul 25, 2021",49.6,1627171200
honda,4.402223131,"Aug 1, 2021",49.4,1627776000
honda,4.402223131,"Aug 8, 2021",52.7,1628380800
honda,4.402223131,"Aug 15, 2021",49.6,1628985600
honda,4.402223131,"Aug 22, 2021",52.8,1629590400
honda,4.402223131,"Aug 29, 2021",54.3,1630195200
honda,4.402223131,"Sep 5, 2021",45.9,1630800000
honda,4.402223131,"Sep 12, 2021",46.4,1631404800
honda,4.402223131,"Sep 19, 2021",46.9,1632009600
honda,4.402223131,"Sep 26, 2021",46.2,1632614400
honda,4.402223131,"Oct 3, 2021",47.9,1633219200
honda,4.402223131,"Oct 10, 2021",49.2,1633824000
honda,4.402223131,"Oct 17, 2021",48.6,1634428800
honda,4.402223131,"Oct 24, 2021",46.7,1635033600
honda,4.402223131,"Oct 31, 2021",50.9,1635638400
honda,4.402223131,"Nov 7, 2021",50.5,1636243200
honda,4.402223131,"Nov 14, 2021",42.7,1636848000
honda,4.402223131,"Nov 21, 2021",40,1637452800
honda,4.402223131,"Nov 28, 2021",39.4,1638057600
honda,4.402223131,"Dec 5, 2021",43.5,1638662400
honda,4.402223131,"Dec 12, 2021",40.6,1639267200
honda,4.402223131,"Dec 19, 2021",48.3,1639872000
honda,4.402223131,"Dec 26, 2021",50.2,1640476800
honda,4.402223131,"Jan 2, 2022",47.1,1641081600
honda,4.402223131,"Jan 9, 2022",45.7,1641686400
honda,4.402223131,"Jan 16, 2022",41.9,1642291200
honda,4.402223131,"Jan 23, 2022",41.2,1642896000
honda,4.402223131,"Jan 30, 2022",45.3,1643500800
honda,4.402223131,"Feb 6, 2022",44.5,1644105600
honda,4.402223131,"Feb 13, 2022",42,1644710400
honda,4.402223131,"Feb 20, 2022",38.5,1645315200
honda,4.402223131,"Feb 27, 2022",36.7,1645920000
honda,4.402223131,"Mar 6, 2022",38.8,1646524800
honda,4.402223131,"Mar 13, 2022",41.6,1647129600
honda,4.402223131,"Mar 20, 2022",43.6,1647734400
honda,4.402223131,"Mar 27, 2022",41.4,1648339200
honda,4.402223131,"Apr 3, 2022",41.4,1648944000
honda,4.402223131,"Apr 10, 2022",50.4,1649548800
honda,4.402223131,"Apr 17, 2022",51.6,1650153600
honda,4.402223131,"Apr 24, 2022",42.1,1650758400
honda,4.402223131,"May 1, 2022",46,1651363200
honda,4.402223131,"May 8, 2022",42.9,1651968000
honda,4.402223131,"May 15, 2022",40.3,1652572800
honda,4.402223131,"May 22, 2022",45.7,1653177600
honda,4.402223131,"May 29, 2022",44.3,1653782400
honda,4.402223131,"Jun 5, 2022",45.2,1654387200
honda,4.402223131,"Jun 12, 2022",45.9,1654992000
honda,4.402223131,"Jun 19, 2022",44.2,1655596800
honda,4.402223131,"Jun 26, 2022",42.4,1656201600
honda,4.402223131,"Jul 3, 2022",45,1656806400
honda,4.402223131,"Jul 10, 2022",44.8,1657411200
honda,4.402223131,"Jul 17, 2022",43.6,1658016000
honda,4.402223131,"Jul 24, 2022",43.8,1658620800
honda,4.402223131,"Jul 31, 2022",45.3,1659225600
honda,4.402223131,"Aug 7, 2022",46.1,1659830400
